Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],time_interval
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5029.77616119257,5122.63293934719,5228.78584308185,5337.39954687062,5337.00235404821,5498.52118036443,5672.07518197498,5803.17731264038,6034.69440926883,6077.21916000036,6251.47117702852,6265.1719532047,6078.27172051108,6447.43143200502,6631.33314056172,6665.10597083414,6968.76324824362,7407.93063625493,7934.64607484249,7841.27318767384,7897.69032712761,7881.52520243285,7781.5327622706,7711.44603797089,8013.75308524294,7724.04241057376,7929.80528358816,7370.43311670808,7586.64614100055,7936.3048182003,6566.42735674195,6978.47049678221,7335.19475752488,7648.98329093903,1.27029470756454
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2802.82147927053,2771.20953225026,3020.35944967255,3179.13145868126,3199.35919031071,3318.60508970862,3454.40869834502,3697.76365454191,3883.1334663421,4050.58152494283,4175.17102394888,4214.57376104824,4340.8999356515,4222.59033728834,4272.07523234141,4612.80874879234,4971.23816601656,5272.86411165654,5373.09625339146,5353.59822158028,5724.30729059668,5827.3832526434,5909.86337640133,6120.9911643647,6472.84908582725,6838.93674590634,7209.99020214435,7461.65326899816,7894.95519223748,8205.14259161047,7571.78282025612,8410.60584349772,8732.08073884782,8856.06866323606,3.48629202329737
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1854.63558515549,1899.43543551368,1933.69125080266,1958.63444823998,1985.70286267017,1994.58738600477,2066.69870059616,2123.20399805631,2133.82058434878,2137.82078854547,2191.16946489366,2173.20546970509,2173.0240812867,2250.00500960126,2348.40742088284,2445.35882417908,2551.19051565433,2653.39209193505,2702.72925257712,2678.89016799073,2809.83930610717,2903.57468154538,2981.41202372022,3058.81309410548,3140.73548231197,3234.22594362502,3331.74275808839,3440.6463665264,3527.04855505727,3566.648876978,3370.59529700952,3588.25797533626,3748.87576565348,3856.95975265872,2.21876065933233
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3694.83886087472,3818.84718654295,3928.01049259509,4040.75779788511,4199.29775878594,4383.99345626246,4575.82665492588,4706.88855343641,4676.53738738425,4802.75011756146,5014.5756517202,5133.93360538339,5313.81431963569,5532.54097625604,5812.7820438477,6109.89609366852,6456.11480959098,6887.67337750927,7137.71938598154,7269.6378096616,7769.61597115339,8135.86488558548,8489.72239014259,8865.87423867322,9218.64238098832,9586.05662481986,9962.27714667915,10391.8836377641,10820.1895902044,11189.0858667486,11125.2659313953,11786.0727990529,12100.7252591924,12567.7383948169,3.70968527925706
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1062.59644293079,1130.23061025245,1238.81884659962,1359.68115332895,1488.36008970472,1614.44855248669,1738.94886336651,1843.96886435687,1875.40443205159,1973.71411216936,2103.5967026137,2229.4403140075,2387.82240218724,2579.42753653639,2791.78540594541,3045.67289218163,3356.66039902448,3747.2074864294,4039.72624299136,4330.44652376911,4725.89648921829,5095.33039199036,5435.01677861334,5783.14286390453,6137.79616448821,6499.96372015715,6874.96422705733,7280.60316220126,7705.28265410491,8104.87331857854,8167.21290290955,8758.22566243754,9033.87038749055,9471.47665685698,6.6289982954612
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1075.43991819298,1143.86000868884,1253.7299052779,1376.0322296344,1506.28292127022,1633.8773103042,1759.81522394154,1866.01232043246,1897.74105725261,1997.12448274312,2128.44745833416,2255.68129392227,2415.80860102405,2609.55834782873,2824.34478693859,3081.1124507484,3395.60095880219,3790.53382606246,4086.27554586469,4380.16948654923,4779.96605125164,5153.38388812225,5496.6368228094,5848.41724325759,6206.83865832967,6572.88955264077,6951.88924757388,7361.80717701258,7791.04264362603,8194.96474827063,8257.94523310723,8855.56282050419,9134.3981231121,9577.02855341935,6.62617444817332
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3928.65842714695,4006.59584524722,4005.86096434684,4004.69311961486,4096.18161607979,4110.91310922055,4106.26329396518,4207.99595136108,4269.99000199506,3998.0273528157,3973.03005010677,4069.55768474214,4196.57413303095,4242.77864407651,4454.49472618434,4614.70842300313,4732.87573654346,4740.75898913528,4966.6192952595,4937.0383970139,5051.38961980715,5390.58436739307,5611.68047480911,5924.85887264747,6084.30764715655,6002.1083111024,5872.45971953305,6127.14946730109,6075.16615648774,5970.1089450969,5342.73903751582,5798.36443701443,6087.53527916046,6166.00475903588,1.36591848732934
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2012.87997812383,1987.03665037755,2028.22474077075,2039.69386168818,2073.6533232034,2122.88054169322,2181.25277228305,2251.98863445601,2327.1015407796,2416.36232619925,2517.58050563617,2553.52840907008,2560.4574089243,2587.63050810527,2639.34706860676,2703.22258344184,2832.54820018374,2974.68787145408,3125.74753015317,3208.45226745432,3305.88324715313,3290.76182774719,3288.79435493296,3283.74071993308,3301.20444348468,3370.38244716015,3444.26826193572,3517.5878945716,3635.42058228397,3769.03576992117,3835.78421490004,3896.8428528144,4088.89704539565,4177.61445981918,2.21264805677855
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2362.44430100025,2356.51743820198,2480.59431455075,2588.19881726462,2680.10512373688,2780.04897679714,2778.94571787731,2843.82883068293,2898.2005060888,2941.48305151508,2957.37186689019,2968.63154164567,3003.69833628238,3042.83465041755,3065.41878796182,3146.470376842,3284.77212894051,3340.09541238268,3398.5774694537,3314.29850047727,3373.04381097889,3487.03118820574,3573.78589982424,3637.42273060241,3686.09556191783,3761.51368000275,3845.02249284043,3921.31586279722,4009.71655712472,4104.91789162688,3773.39367367062,4208.2718463661,4310.91079863158,4442.24965962778,1.91352764972672
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,373.179618035888,355.914881463736,462.176086629713,494.523729286669,555.846755406005,628.880250300703,1008.32838045751,2424.82851655418,2886.15306267287,3486.79895005658,3941.66353549864,6132.84731716448,6987.94267097902,7604.48072314012,10028.3543829154,11188.4485804523,11508.9259619284,12660.9055121964,14222.5488862488,13740.8400174346,11933.3110750781,12155.8187804061,12625.2959657761,11614.0029469918,11200.810716702,9788.98380369718,8594.45021923839,7818.05359002821,7079.65052622091,6472.07088263695,5995.90584446184,5905.34479962112,5976.90010750037,5506.00504082549,8.15616590238508
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,601.163023409692,661.303195287694,777.667974773477,757.358524045248,788.428128012409,840.577017163512,843.988835455269,832.022489632134,793.620561604165,838.898913154417,835.109997639776,780.468139189714,760.348787829391,761.031782421962,741.000743297441,739.739343408004,649.694462305529,657.786458197831,658.586271536765,702.396632469693,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9297.69720635184,8596.95817619194,6901.85869523006,6675.30865429824,6707.59663670453,7137.53077576403,7601.66901867365,8692.29643761449,9157.06484706853,9091.33319428774,9960.13903877452,10625.5792686752,11417.1679687727,12362.2482843024,13282.545519845,14631.3873257137,16155.2074300393,17459.0983144278,16607.5680643985,14205.3948829766,14585.8386603429,15692.788829336,16257.4722043516,16553.383261103,17096.6445771582,17402.0376128079,17945.9449641749,18962.4103006448,19611.6109936281,20327.0158660721,20091.0457573356,21524.6836266196,21140.9972199425,20245.2033973271,2.35803375439025
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2174.80613587642,2124.28738744711,2108.79077625916,2109.7875679317,2159.78919222266,2264.40246854562,2303.06432203972,2333.42716068568,2359.83393054812,2397.95053828403,2411.44492414984,2411.37385911468,2494.44753963835,2571.68807112893,2647.46324344273,2790.25078846218,2941.39684191088,3054.08242919777,3062.61499124935,3096.29606924652,3199.05354215576,3254.81337259645,3411.71936090081,3521.6693370061,3530.36090389521,3583.31129031343,3594.16706693255,3638.76878202013,3696.35985012092,3766.06299935158,3672.65334987563,4025.4238297996,4012.94044961743,4175.45932119359,1.97662073232137
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,276.212216819379,245.919985426716,215.636287565867,235.903120202194,235.425531799594,241.781788935424,263.255882139057,263.144399363346,246.387280402105,251.377724042943,258.870525025929,272.288550858967,268.423601807101,255.1002658482,281.520325336973,305.979354951405,329.679278769055,357.117931473262,384.572658365366,406.856927938661,445.182335585895,481.037857252846,508.065709672884,546.592835036965,586.573613503707,630.312619383054,671.290575859576,715.748734748932,744.367520290091,785.48497203795,811.255539909268,834.991291370409,857.34870016285,890.349617187314,3.54680224880726
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,25528.7813416339,25992.7238992925,26170.4762304639,25871.4710760267,26424.4321361306,27003.3939710544,27399.6650399371,28081.0887382688,28872.8332362929,29650.400145298,30699.9583713665,31272.4974566067,31420.526823045,31472.2275785274,32022.269493404,32398.2810247677,33293.9052776806,34121.3471190243,34101.4220079276,32451.4343994653,33077.5392937375,33718.3760088969,33360.086738651,33176.4822348209,33528.4045686132,34118.3659418664,34657.5873381218,35497.8670418134,36051.2318593564,36586.0235057689,34306.7194629125,36354.4480887668,37450.106599012,37399.9349288204,1.15715899636324
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16018.263272769,15960.5105870186,15782.7535044637,15604.9010249646,15754.4574332484,16062.6724147273,16316.7613594384,16789.2039906322,17207.0376569177,17682.2195997423,18432.3453420856,18823.7720616274,19087.3042304403,19380.3240594225,19940.1639801766,20411.5043316133,21135.5650545865,21837.7137285623,21969.7643763921,20906.5942933361,21378.6970372717,21826.6654886859,21821.2110584583,21906.8363843785,22225.680496474,22579.1836978638,22905.1508077141,23479.2803248158,23890.7705756439,24242.0406418536,22863.9180804506,24334.8623198819,25189.9230456369,25351.795196889,1.39127278227648
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3581.701707873,3377.72812904746,3190.13914686208,3103.98982062737,2781.1440562579,2798.78510323951,2895.34692257692,3042.50031055229,3102.3952623223,3059.01421444567,3254.96939453011,3237.29486026717,3429.87168693387,3640.05624305656,3971.11780812973,4285.11718209403,4612.78297777577,4917.69469281513,5032.07122363703,4819.27250925119,5111.14548014961,5497.99637325244,5675.73804205951,5998.65866439551,6148.36415738655,6312.15034167041,6430.65951681836,6748.1820425955,6926.95089041506,7021.20685737201,6995.15572382393,7571.51514115903,7922.9817971703,8269.25326953864,2.53547329151416
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5364.70755722819,5020.34960957301,4523.45712842448,4299.64371903994,3928.90745167628,3918.57493077101,3952.46126262357,4063.38823535301,4034.78845351088,4135.27118733872,4443.47320476915,4562.68835221399,4795.14303919102,5090.71177145087,5487.51485552541,5847.00160047619,6298.68725307753,6773.89858440511,7057.16868357642,6701.86788304658,6981.59155973582,7358.95939855006,7578.37751080047,7796.02802798839,7937.90933197699,8014.50415079485,8121.81305722863,8431.58380666846,8705.98998253335,8898.25888951877,8743.86757747555,9374.8978911472,9659.41694213845,9992.53500402297,1.88483772545494
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21700.7823867356,21933.8758094311,22064.3728403912,21851.7631368675,22372.5052401948,22928.3707638576,23321.7200600511,23904.5124130627,24591.277915891,25274.6941242211,26229.1193281447,26764.4527704605,26999.6899575556,27148.099722668,27747.6389546647,28181.6934283464,29072.0854488963,29889.150656824,29984.5259646955,28612.7914108989,29208.5205574558,29816.626760492,29563.7436110835,29467.4617200329,29864.5423824829,30487.6523692732,31022.9930260778,31855.4897622019,32456.7454998497,33015.6514076378,31126.7025554185,33034.9660039527,34169.43212858,34162.5719694931,1.37509801014646
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44678.6695847262,42740.2539424795,42510.3466529249,44108.5803549041,47197.6740900316,49933.3503218017,52595.0254279963,52726.6873782078,52762.4287215325,53822.9099000233,54506.387071933,56099.9689639995,54248.5497985303,56856.6853862924,59699.2008265596,..,..
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3383.82159261835,3273.99139960758,3464.75644749323,3528.06942049523,3700.47525296718,3786.07851852775,3946.43048023973,3821.06916620652,3826.16006136809,4114.96063487516,4000.85432660743,4038.13315286616,4125.32635826602,4125.72963304378,4302.34757408648,4291.71547116707,4330.82719658439,4257.51449547158,4272.3066086066,4191.34724230003,4297.13892743237,4397.90300983458,4446.73416598829,4645.04648054693,4894.04357132024,5105.18959221062,5223.37600776808,5499.12220259354,5708.91093020969,5679.05182722096,4701.3314678446,4451.60259894592,5313.02843815538,5698.96420483469,1.57963248600281
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31279.9519664591,29278.3636555028,28155.0895566487,27833.7025701733,28812.303619992,29912.8979739158,30908.3003090879,32768.3781282619,34464.9908824671,35891.0056383953,37884.3913209153,38784.7725522584,39351.3903956183,40044.3048555829,41522.1750841224,42530.6196771877,44074.0309204141,46212.6409741216,46358.6204112971,42412.0978494183,43563.5721974365,44466.8176978572,43637.2486713657,43044.9971201474,42710.9212889729,42801.9081167285,43878.9667273579,45173.6294067199,45627.9198947233,46135.8814242631,44984.7344505487,46165.6865537387,46655.1653624268,45939.2916450135,1.16467696343007
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1603.74316063505,1474.65673511631,1441.08834931719,1376.52645852065,1292.85108797822,1255.5823618177,1269.77249131058,1299.18990626711,1333.72669477287,1344.66017618576,1386.94184313483,1412.16156679494,1444.33991053435,1423.94227792039,1546.77085308197,1598.16568091847,1651.19839893966,1709.74567613477,1753.72336514721,1763.54886293981,1841.49167620552,1798.287755333,1852.89295947876,1871.64761122345,1867.1631347678,1845.31230428842,1843.53636775765,1848.81635218005,1857.92935971625,1862.88631973108,1705.4220864346,1744.12684886411,1739.65429348694,1728.12175813928,0.226347749863652
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,28617.4435701151,28664.1318783352,28977.8889025405,28670.8863286782,29237.535511328,29745.1287289494,30057.9655533345,30650.7444765253,31633.1477495769,32546.9340522187,33592.4668300573,34009.8623977368,34146.3062683243,34183.6633444538,34893.5298119974,35208.855797143,35821.8719947773,36464.9592682158,36354.6586641081,35129.3622360858,35638.1215603451,36244.1871625918,36182.1511275816,36203.1908693774,36378.6186614699,36652.9223052178,36956.7958003293,37694.0833027304,38259.6977698474,38832.0242014303,35806.6178917772,38002.1942362252,38816.4792795643,38975.5766157236,0.93611746180121
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,24464.1595366568,24845.855907901,24018.0956269869,23272.6919337257,22486.0595038428,22034.3278584121,21538.691456922,21166.0249013859,21191.940940433,21247.9869529184,21578.5998545808,21157.334901846,20999.7738324661,21117.5234423383,21006.6196681416,20766.3787050957,20658.3778163768,20763.088509009,20588.3465015459,19596.6834402413,19012.0533338782,18353.4024800203,18099.4799023749,18080.3079617607,18072.1137918905,18252.5142032094,18573.3849253968,19260.6195324755,19471.3901061808,19856.2590590838,18321.5279645771,18575.386202645,19262.6131998341,..,..
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8360.26303074447,8634.41993361965,8146.1955429979,8245.59150835073,8331.04983207138,8524.41915552865,8613.58056832401,8882.40287878037,8963.20497907413,7959.06479578159,7611.83571417727,7574.11491452898,7357.56671357805,7322.60614092637,7171.68353286183,7155.365484793,6750.05084879234,6937.48513442107,6497.48123897495,6295.19905485629,6514.7311629822,6735.08287919822,6840.94861246714,6977.77026945239,7039.68214859312,7090.45463394942,7038.57727823083,6893.384326889,6786.89034991238,6893.32310548088,6619.68860295977,6577.41177152079,6637.06610644966,6654.75657105081,-0.691387929653941
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,667.623822073813,661.10020941191,656.990626466905,652.938359340974,633.570419622116,620.493081596351,615.983902591464,627.556346352962,630.75294538312,651.749189451799,667.965379243152,686.687685807015,645.701732092516,670.660940904494,697.472452389695,661.32191108006,638.076946483833,637.531000666533,656.703909479127,679.003612436129,697.162567788712,620.948222949223,633.58272085887,632.197151619908,605.033694011003,611.67121911225,606.316200252264,618.480768713502,645.938187151588,668.63512259134,655.576119206423,672.802271027834,688.65279140169,707.558740097353,0.17604780799469
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3534.03227732782,2768.81016089293,1513.85017404463,1062.09528080207,966.419596225484,1029.48054628347,1187.123206219,1354.78352202066,1431.79336069224,1503.46298776734,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6086.59268816499,1.64742098487815
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29485.7099744881,30766.9289577727,31121.0705650076,30615.1402117435,31238.8790596628,31628.1598130943,31790.8668596056,32313.2970704344,32959.0735691418,33559.3993737499,34490.0757688619,35011.068457503,34883.0580735445,34619.6640670185,35034.0806086181,35310.4704669272,36699.446781036,37842.3577913563,38278.3130082531,36190.3928860698,37760.9136283996,39977.3417095357,40069.3539560742,40135.0158319837,40851.1617304855,41103.2564363768,41682.0322433511,42639.5544087286,42928.7412368012,43292.6838917385,41601.9731563516,42900.0225187383,43361.1771204321,42878.8118385764,1.13476384561274
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,852.421560877094,874.986079385874,886.652757816492,907.196352589667,915.289312149624,931.180438299907,951.922799796794,968.846043007008,990.175031887012,1008.83368924315,1020.16220904138,1033.1213644657,1050.34402424304,1075.371883631,1105.68564141382,1140.18643258283,1181.55898629629,1201.21082341578,1277.82300203746,1306.18515278459,1374.98503388049,1530.35934224593,1631.91937049872,1708.82801334178,1715.823971413,1711.27132561453,1728.09708561644,1827.27392722785,1899.8084315335,1981.61375988962,1951.06447835525,2009.35909326948,2046.00761866575,2066.37522371624,2.68324259822779
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15525.774098793,15816.0804116595,15805.5944265411,15461.4828990506,15691.9454165323,15946.7551246365,16331.0468676621,16979.4028280844,17543.2377631658,18013.0632260146,18642.7212666989,19312.3030706347,19996.4651042147,21104.7414364219,22118.0599882249,22185.424546109,23369.1504333202,24072.7918188691,23928.5019625017,22839.2485386418,21560.3533533658,19400.8077326583,18123.6710971914,17796.2576680722,18000.4184639065,18083.8779056547,18070.7807322854,18304.3076770645,18647.4957207515,19017.9964295438,17283.2457234913,18960.8905812875,20287.7253030767,20826.8955787208,0.890132485109945
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,26805.5496983864,26823.378375534,25544.2992633194,24303.8982888635,25604.5956883247,26416.5165028368,26772.6138141762,27117.3732945796,29169.0465812684,29570.9623369365,31614.6188319158,31930.59542585,31475.8212513547,32779.8815112106,34953.9493651873,36681.8055890619,38829.536413942,39896.875364094,42527.6668469766,42899.7441985862,43198.032364358,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48139.5825957628,48514.5271286311,..,..,..
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5149.57300171045,5183.71188436343,5074.37942935941,4919.81394698991,4954.59306599976,5017.01659114243,5200.40317786619,5424.85507396582,6025.30300591444,6403.38612487914,6678.30741336641,6512.59236420289,6718.09001473211,7319.46552527553,7220.54771176023,8124.41290710313,7748.2332057476,8168.45103019934,8190.64756366194,7596.90270609179,7505.71323056547,7505.26518609805,7354.97360262798,7461.40073626339,7939.50206647381,8379.62184743156,8621.53890148144,8933.10824925886,9252.55403427554,9247.89838199082,7915.13871412215,8223.18669804078,8766.93096365395,9134.30744686415,1.73673810562379
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,29531.1013096584,29640.8932462535,31446.5720548017,32507.5174907311,31273.5773015285,31481.052468465,32128.9722261618,32298.3476510811,32964.245358241,32841.672288299,33392.6853766199,33822.5930181207,34328.5631990488,34522.3779304433,34509.6006451551,34763.081137295,34460.4465269452,35341.4051332021,31510.4633592532,31913.2889566086,33298.6992992559,..,..
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2733.86123825795,2758.6734202724,2817.22562653365,2854.12740451555,2896.2177685521,2965.88597923604,2981.11504099801,3038.70755093504,3115.97132282677,3160.07333812164,3195.38807828092,3192.30235188806,3239.56082941934,3250.83475571572,3282.31464035983,3320.15756486808,3427.67155026705,3573.59263299097,3620.82336964724,3570.29584202465,3606.4234821491,3688.85893591305,3731.66847179214,3802.14635151493,3903.05196634916,3994.62908519019,4034.15057717449,4091.25998307266,4163.47630221389,4263.70844366435,4124.14353853545,4388.72407207344,4504.12922283915,4596.32007982874,1.57436672057717
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,555.29545003059,547.277225978922,547.272113249682,557.42546274362,562.316640997031,571.982751388816,580.800065860057,598.456110162993,608.644022818827,617.75139815389,620.904456367342,635.331825962707,657.856757056142,651.305256969143,652.504219951449,658.894381308167,653.119378097401,681.828175840118,693.114105391017,668.814742536723,683.984653319546,704.737323732554,728.368437274107,738.840592841207,747.363410943931,756.425589810936,816.847079288487,878.179271511856,910.652641922598,937.703131488194,959.43197301356,972.779029847709,994.436997185642,1039.80982843842,1.90088728377058
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,569.238657023977,586.046861883031,575.667998057898,568.926193282247,569.427625923733,579.793608137804,633.785365197273,662.300431642692,504.260198940395,578.113566045675,572.899840165086,587.651805637484,595.71729487008,580.480318573824,573.612004998965,596.751132755047,597.769053437418,597.652545090429,608.804379281071,607.87596714126,625.555375376153,658.568095356301,630.172549484384,633.430642157263,622.827833456932,644.179063890749,661.48931330861,676.473623655971,685.462949775585,699.768327216702,694.278653597221,722.619244944212,736.932210638485,752.067459594336,0.844018934136504
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2386.05715863939,2540.87204760883,2734.6750006458,2949.5630567647,3191.16575883749,3342.17207464688,3599.04824117424,3813.19470510423,3741.80457478681,3845.87408474083,3788.24140548951,3870.72981851686,3911.92438676498,3885.97069124651,3947.43833811141,3874.06814035675,4079.9998822581,4384.07392716493,4475.04940140124,4654.51523569483,4868.69451309551,5147.1607607939,5420.66484738565,5592.73724876306,5659.08180272229,5668.42976474423,5852.81165036409,6038.25338823633,6127.67910664033,6348.68368035127,9126.79142451246,10852.5747492095,17646.2159234068,23325.1224161142,6.90875368414535
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1610.65492977353,1608.26379978644,1493.33665667172,1385.35713611292,1196.96176361301,1291.07738132624,1319.74689254215,1330.68368189541,1335.1362579246,1346.59051689423,1333.7271627543,1305.49776637104,1296.41066224571,1318.59413552347,1279.54657904133,1297.08597921465,1298.03486710972,1336.83232048637,1350.23347080902,1406.93502551138,1312.28484718294,1363.74882586294,1349.68924054865,1387.11115735352,1406.41222575318,1405.71477634354,1411.14310082145,1426.6336823629,1430.81876709923,1387.51490382752,1324.28327669834,1284.47792637986,1247.89238171765,1210.03466873287,-0.866642042169571
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,709.329538052313,694.251598741013,666.529414545182,649.009380664692,628.95504252891,641.873095547364,655.898268917859,673.704644784743,678.52577620687,680.661818594945,681.761707762218,687.808166259647,693.480740490455,699.337280128978,718.21871444587,736.954135213725,758.031936393682,777.45803718759,798.67817731102,805.259770246621,830.799695719191,843.832168461802,852.952626018221,875.998736447755,900.969179766319,917.721459685355,931.307494298725,949.936599297873,962.016004235601,976.835707537181,952.31169844329,965.657019260342,985.501788659698,1002.11436935098,1.04711274215486
High income,HIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,24715.4750280649,24756.4575309156,24948.8170263446,25045.3497374393,25609.760591101,26151.5967063302,26756.2573676777,27534.1382618099,28135.9898951846,28980.2090081543,30069.1981941227,30401.3137373379,30748.6454518528,31306.6439321114,32244.2875420919,33028.0323916325,33881.1491893063,34609.2247329102,34591.307074594,33204.0761812976,34025.7968025447,34578.9530038587,34908.3503237287,35278.017043205,35840.9161050687,36482.9965260467,36955.7867915663,37694.6802627023,38420.0175893816,38982.2404904257,37327.806818298,39440.2411991718,40395.787606743,40852.727538048,1.52286067232367
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1704.92889665346,1602.77350947269,1653.07954395362,1711.75683134315,1668.01764771696,1722.53304192344,1706.68900718073,1736.4790577774,1751.93838959692,1693.72310461326,1768.25390483438,1768.28997593448,1787.09893459084,1821.15037907552,1887.08532398747,1953.32612256594,2033.07110777428,2110.04733212571,2151.20156093135,2054.38411191041,2087.25227072168,2124.18751643212,2169.15628998506,2187.83343301838,2213.44050673379,2257.22528369354,2303.87850398806,2373.79155954108,2423.27605962903,2443.88171835938,2188.97246199273,2426.48574354035,2489.60233644241,2539.61859281938,1.20754697704419
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,21357.2804557743,22388.6319253131,23585.6637958982,24621.660084451,25526.4688911898,25620.0352881863,25551.4098267708,26631.8275768567,24856.784570195,25237.664530421,26933.2463592275,26885.420196384,27210.0621293831,28097.0884926783,30304.2898433945,32401.3475089579,34457.9980023702,36371.6332418668,36924.058884503,35938.5849022837,38090.0065515408,39656.3265174634,39887.8240518823,40959.9782051513,41796.8439164591,42432.1619740441,43087.5383215984,44380.7938406513,45280.4738923626,44195.2523378549,41451.2863974431,44530.8938318249,43283.0159019674,43548.253834928,2.1590209707753
