Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],time_interval
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8144.49429397801,8762.66138351332,9327.8594509636,9957.25652230492,10397.3792874496,9969.33157579723,10388.5387104408,11097.3820634618,11391.9451576314,10880.2062074837,10672.7220353121,10090.6534434286,8895.31964210751,9581.96979219468,10341.6434058805,11141.3106718375,11913.9585322637,12857.0925770961,13246.6348917152,12336.8619385237,13551.3391940229,14200.2698890608,13895.6337072986,14071.5086831557,13567.9484159809,13789.060424772,13360.2118345982,13595.0373551081,13105.397163317,12716.2242038544,11346.6521128461,12444.3182669731,12940.7384352157,12625.4695509096,1.32840610425449
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1641.98314539816,1425.38674137997,839.572029875231,791.646996154285,855.081040948197,928.092496577322,989.642343225193,1031.0982588437,1116.90719223871,1166.18796165036,1249.61212926568,1385.04479407791,1582.05762167092,1815.78822447999,2018.4601408702,2312.98286133538,2636.256648197,3019.46556064022,3250.49861101145,2810.1928405123,2889.56622817115,3043.26278613609,3278.67044811176,3402.08385452333,3538.52939227858,3666.14182210905,3689.83008213399,3985.91669835177,4215.89939440524,4561.96779894751,4256.13122785453,4526.59748878641,5116.2057562944,5566.31849291352,3.69948223126089
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,25411.1681072329,26564.6616528519,27194.4145483227,28307.3771729305,29666.2309178735,29497.9635357808,28958.1438008495,30074.4062421339,29765.5151656038,29262.6158770092,30703.6611910797,31426.8787422126,30760.2075543168,30793.1349648149,32742.76074691,32291.7695371212,32272.2511892054,32863.3627835216,33053.7675856288,28836.0174766105,27732.2139052929,28398.5575774698,27876.2063962026,29447.5799994559,28780.6308574466,28419.2645344661,28737.8964851926,30598.6490228535,31172.8025129725,30317.6073875484,23015.7420450767,29390.3809530373,32492.1788775214,..,..
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36887.251664964,36280.9834612664,36030.4862484959,37155.9843147161,38264.3816178142,39309.9946645623,40336.2991458718,41463.6456612621,42966.7934047812,44636.024252846,45858.5800928021,46190.3812078014,47485.3410904497,48393.1367217128,49901.0152957826,50852.1612015639,51552.8938296061,52530.7018930125,53335.0057039403,53235.9235822531,53581.1585830189,54114.7261907858,55261.9183780127,55734.5743411489,56341.1341492724,56758.8692027821,57432.1802853452,57804.0509065758,58600.7903562771,59000.7354442453,58082.4265799182,59225.5245403582,60972.8703431498,61340.7104848018,1.54114464646155
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31340.6812927165,32097.2410936755,32410.53977326,32313.7118722637,32962.8174189767,33790.4849857504,34537.7395746518,35220.8877426259,36442.2882333384,37664.9432792116,38842.8905195831,39184.8085972636,39636.4826114521,39815.2219533064,40651.2266155811,41281.2707559522,42496.3510516831,43937.7128905744,44440.055889928,42655.1921304813,43334.5089644691,44451.0001918473,44549.881698231,44299.3781845446,44245.1687398338,44195.8175947748,44590.2516278164,45281.723399938,46154.6250956541,46616.3591743242,43343.9718951136,44984.4197366909,46697.8565193913,45851.7248755344,1.15301770458183
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2820.84010307402,2764.07399346223,2107.29678414183,1596.13266566318,1264.5271891937,1102.49789007407,1105.58724229428,1158.4816576176,1262.29188712613,1343.85593869878,1480.80869072436,1614.84885813475,1754.13524132991,1918.61103696953,2077.88527047339,2631.85145279408,3501.16482500603,4327.11360468848,4693.07707968116,5023.9672905028,5215.20415429496,5152.83850244744,5194.92091665083,5426.09594155961,5506.18169600319,5500.50364628486,5270.738165712,5229.7098898586,5262.36870473368,5348.45318851823,5083.56025445721,5345.43986445831,5595.25578671563,5674.48347713732,2.11801452274286
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31616.7703578975,29704.3331395551,27968.6938280297,27452.0461090271,27754.6792668741,28432.5681444605,29110.6944139055,28987.631992687,29851.856870498,31497.75429631,32325.792211501,32710.503480163,33155.1520338221,32301.7272153067,32149.9340647491,32791.1312740782,33153.0893732904,33162.1615766035,31933.654828226,30162.8049495364,30199.018786998,30008.1161367305,30575.1613209681,29423.3036228047,29698.7583170363,29722.4068429349,29192.7464530018,29781.065814052,30344.799600125,29736.7942241419,23256.116064165,26743.8740303048,29477.2358532721,30061.65465132,-0.152840180550998
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17383.9851054323,18686.2550615513,19251.2290732391,20998.5149871375,20257.5672143318,20377.6989975404,20550.6260018961,20540.6801583562,20889.5170964551,21169.2320806792,21686.2180612866,21653.7492127172,21838.53734983,22320.785401588,22297.6128596465,21999.6165028439,21756.44307693,21986.0606893547,21890.4278115558,21131.1726696794,21425.9294387865,21879.1833415252,22456.564355393,22983.753735606,23078.8821452468,22850.6653959938,22847.346035373,22950.2121414159,22994.1520744625,23384.7592873445,22550.9526363305,23359.6882052648,24353.0732609115,24734.3420692952,1.06861593633378
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,493.267042171968,500.668369706424,518.290537246288,532.438345837954,542.643630478867,559.884425240634,575.036296472668,590.208555271543,609.225959402137,625.581952940985,646.263072570149,666.300049997793,679.104267562964,698.975772118855,723.480067999051,759.154640105719,800.060402798478,847.577442326419,890.606662702575,927.34138936237,967.898522807535,1017.98263393552,1070.9685396209,1121.07617942151,1174.30240138137,1236.4354555046,1308.18840641163,1377.08356162655,1460.81351644884,1558.50779749774,1593.90308825469,1685.02093460066,1785.36131679937,1869.16393296539,4.03695703065387
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15165.2820509875,14543.8487312963,13673.2415145411,13740.333786397,13978.2213306574,14227.61352523,14765.7878252257,15440.3779155821,15990.6737792895,16012.1197119994,16693.4345271238,16254.3373423781,16316.046096518,16605.9346629873,16777.2485758421,17377.9565573781,18368.2751182448,18679.7971930775,18716.0072324521,17701.9155868721,17251.3698330567,17069.9640475543,16983.6081135172,16720.0824564102,16672.519171747,17040.4176091311,17439.9080463518,17495.900406199,17334.2131377485,17369.5099699378,15163.667205885,14957.2347192467,16947.3822144798,17690.196482172,0.46667234937272
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2890.53983992577,2854.53622737143,2574.83781487933,2373.90339347031,2098.63564378197,1886.48765500704,1945.84949874724,2176.70415422606,2370.19931902576,2461.84020141509,2616.92718207462,2754.67940755159,2912.1391533393,3139.138008459,3522.50895051924,3880.03540993424,4294.25195442984,4685.00569510858,5180.74043814711,5203.88310280701,5621.96765833161,5938.25288220092,6047.90392508586,6110.9378011916,6212.93577948099,5967.06856034227,5811.25053972855,5964.91436287762,6165.95788671048,6267.76513932041,6252.00881913912,6457.75126990834,6206.6488548556,6482.82033273897,2.44761324759936
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29441.6621481593,29870.1477747077,30204.5637515713,29797.4063198776,30664.3078546408,31329.892072751,31681.9363634502,32804.3605402361,33376.5748398965,34479.9064484695,35674.7912530713,35943.2379602838,36393.2417665704,36617.3803840227,37761.2813189981,38426.0519083731,39147.7635597291,40290.2277563956,40151.8498740394,39025.2207908291,39777.9252767366,39929.0951439359,39975.5736402458,39970.3174974794,40421.4207919096,41008.296719472,41318.0196388476,41825.7628316432,42382.3182763247,43098.4750626966,40636.8066159524,43273.6357003252,44198.1960002523,44283.2077143463,1.23695392642284
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4112.3351346481,4501.23662633497,4972.20639290369,5171.99742590505,5060.49017950617,4968.7931887733,4873.27030403234,4909.38308472894,4923.84254351543,5206.65184289169,5657.45668410412,5755.75700733671,5879.60420677488,6252.22071808097,6355.39959263598,6305.35056027776,6399.14591076674,6422.30432705668,6147.69092738349,5954.4055819312,5879.73330072552,5729.99205705659,5807.26305278482,5930.7323907739,6034.40219556644,6098.60007958976,5974.37916958583,5750.50356874356,5699.06280152249,5833.17356188628,4957.94386791141,5768.90838784117,6191.66283746796,6385.37358431913,1.33339082123111
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,771.075863942672,779.423308996131,778.255268187382,787.819118671759,774.262921849048,804.350332949706,817.849735154666,839.951696639742,847.074487447985,865.452562442073,888.7301846043,908.34770296719,922.417638712749,925.849261110125,938.038178082492,924.269524057926,931.769140852323,959.554993438235,977.303163152452,970.96596890556,962.816109497413,962.744589671191,980.074613183631,1020.52823402077,1054.10876657886,1041.65252312918,1045.15093654506,1072.36203196965,1111.22724744153,1153.72620994687,1164.70896655031,1214.07758986371,1255.60729255385,1300.32000156344,1.58357243233866
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,86436.2343086978,83812.1328015956,84371.0356555145,86444.678219915,86361.9528113298,89518.2776350258,91261.1514849131,94878.4922499734,97857.323281354,100602.927482617,109001.586029756,115619.474683728,113172.120633639,116268.816861242,118193.148720988,119396.449407765,125294.959387025,128757.880688002,125610.033442692,117886.737990193,115839.79601113,112471.34754245,106119.795030798,105492.480708055,101374.469787793,102005.62564189,102407.394383438,107237.031768386,106697.737486296,107036.239271085,99739.9798806056,105357.701237429,112431.384133779,..,..
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,849.331264075231,832.058069344822,905.039362855062,967.509021019896,1014.59320892822,1073.44241530601,1112.18721126372,1151.87191519142,1197.48790759282,1261.73633622178,1268.05376209986,1324.82230414947,1425.80580414108,1499.10057893683,1539.15098233137,1612.81173557504,1678.64020798494,1925.09446652876,1988.59198113103,2116.69740524132,2342.93755177711,2509.77972510178,2609.08482130198,2624.17568021008,2746.08685416106,2899.22829354394,3115.58791206085,3197.74374711881,3283.77566749485,3448.4941900809,3075.88556526741,3191.30882868504,3336.37629915679,..,..
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1687.44272404907,1739.85461002935,1732.73911582417,1770.77689865406,1817.47340246193,1866.65293258167,1912.00225931629,1970.1680814491,2031.97220585345,2003.86130834366,2017.39460861999,2015.37747944243,2029.61794375322,2048.55981761044,2097.25835323189,2152.36196979617,2216.54470883828,2277.50382618283,2376.0780894158,2414.12994536401,2471.47363280645,2556.83026947588,2643.6908163643,2777.72053240937,2882.80689613638,2975.64881143063,3054.89254761291,3135.031645714,3219.20089192093,3242.94884532224,2920.19744733394,3061.89929518248,3134.76632143947,3168.73190125574,1.90944628733788
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,783.173697909788,708.688954165867,698.22064049143,740.627686823709,862.594604617096,1003.48438990554,1485.10936630427,1959.08506209872,2247.24399795371,2438.72349252629,2554.56412722302,2606.75038802225,2735.53528891356,2851.27355293672,3061.5514269136,3218.59420346468,3423.12398437087,3669.01679463491,3932.01532284236,3878.44046719839,3980.44230694868,4091.58188509905,4133.9027239173,4297.49349638782,4403.67391492671,4654.60862038896,4865.35129060464,5082.997253877,5339.47706826984,5558.08143990697,5459.21962930891,5947.72570281522,6270.85848741206,6421.00714402147,6.3756840987768
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3931.73022592075,4105.29863318769,4105.76561154666,4065.48756598901,4097.30651586225,4271.47088591569,4410.38894425459,4667.8859110853,4585.67413124652,4922.3738968436,4917.23208888654,4831.78376206822,5030.2652160805,5171.54125291768,5219.41450446759,5360.01917590494,5700.21985600028,5913.06993071736,5982.66196430474,5031.98361361697,5428.29615842458,5684.35789175524,5566.68178544504,6067.99843683077,6291.27181141172,5869.73757890628,6166.23992710298,6287.83474936723,6418.70635422259,6485.56819794359,5810.89847606742,6398.01384782456,6641.56980740549,6708.03946124144,1.61887011095092
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6086.07755287989,6043.43263411812,5911.68702310619,6103.37721528216,6358.67878741759,6524.51885337322,6567.3524607614,6689.19937656168,6613.98318082927,6551.22667109972,6745.85777056386,6749.88160346537,6868.69590695211,6865.17325047655,7178.34748516711,7325.90355034829,7534.54250017952,7909.82524736396,8231.10037274506,8142.76104834465,8673.89838344205,8935.27731401951,9025.31399621852,9216.13227969168,9183.4597265639,8783.2154236384,8426.84322068885,8470.94060378721,8553.86590205122,8592.21120694388,8255.56801342826,8603.1522144281,8822.04504268033,9032.11361406338,1.19631094424612
British Virgin Islands,VGB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34722.5916974606,34762.2347541801,35424.5469847034,34621.7683295107,34827.3340381554,35515.8432525883,35690.9845831718,34377.8575776624,33445.12082804,33739.4937412866,33985.8154780123,34219.3105953449,34857.3931964509,35202.7890912753,34750.5736293603,34290.1107712521,35213.2184254304,34714.5402186574,33526.0026376697,32449.8303270739,32810.5036446723,33577.060427373,33456.2652923041,32341.8890079242,31155.7441054529,30681.4339698653,29601.0965040494,29695.8808249919,29437.8651779688,30313.4138627573,30401.843825384,29673.1658770638,28954.0640896097,29132.9468543775,-0.531881226161055
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4431.02887629317,4097.19211002501,3840.24638175715,3813.70207811926,3896.24427725466,4025.64582657018,4257.09509997779,3678.51659777581,3843.46219983665,3540.55607978555,3721.30349088753,3941.27569082129,4264.27170075693,4523.28622301352,4854.27338684105,5236.08637234369,5634.91120941322,6054.23248486193,6470.5897344519,6294.43339163401,6434.55243121679,6611.30384465112,6699.50300142444,6700.53598752466,6802.71032404882,7078.86032298969,7344.44350277757,7601.43847400596,7862.86182980047,8237.92678290482,7958.82683957222,8638.7183764058,9550.94254965707,9779.82206379364,2.39905903308922
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,333.171594848128,354.321888397381,346.507269030771,349.701976103549,345.48170262854,355.987941108887,385.229199903974,399.184999776656,416.741699695686,434.658392235177,429.847372221369,444.549754885185,449.853931204666,470.129582544017,476.009980870819,501.207250155342,516.176767669085,521.345259206121,535.583644683452,535.516834528107,563.926776717482,583.679477111581,602.786758836388,618.804583232191,626.626250796789,632.12668582235,650.417260900551,671.251796273706,696.044570830807,717.374533770247,712.38495007516,741.892616172966,735.998131899835,738.956534222892,2.41388316695765
Burundi,BDI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,435.070943030531,447.74485725565,440.59185674793,427.068997987238,408.419316193019,354.116180883601,325.911916363427,321.089690695961,330.128930687301,319.13580076384,310.006710937075,308.645199045727,313.486405879893,300.086152973384,303.119670015727,294.738773386661,299.769120820711,298.936660421865,300.841349240995,296.847094871617,297.79172709311,299.017175665192,301.481319294821,305.29083523866,307.765531301255,289.359627206129,282.975966580511,277.959803051524,274.131908470855,270.137277399698,263.360988694576,264.364832925637,262.184804661597,262.16570564686,-1.53494647599106
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,860.009663241964,852.99753068612,923.437450328772,978.735724489747,1137.71416870768,1268.6780107411,1380.33356220467,1499.44645030039,1650.497393898,1797.29573118934,2015.38136368472,2026.27915512892,2099.90015072115,2156.34792254415,2344.51878131302,2474.82485473499,2639.96271680401,3005.22940770099,3181.45081827626,3101.39384055614,3124.57209013277,3208.36712575247,3204.60188290062,3188.56967655225,3174.70531655831,3169.07890082563,3267.87901544887,3376.93828299,3463.81281889513,3667.0573646025,2876.15342838428,3050.77562716333,3551.24824187234,3699.59630670486,4.42131927536823
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,540.703957656389,559.851334486483,570.850302273631,563.770282088195,353.956570045977,378.922378206502,391.829016950786,398.652963170072,408.822526811469,451.861450649735,488.002702303225,518.384291911326,542.654742969097,578.409355451304,627.008213372007,697.746758228193,759.643394958567,822.754086669665,863.386974770884,851.20302427767,888.912588294344,938.017677086302,992.134600385451,1049.99450648558,1109.37565271596,1170.74281578643,1235.32340394445,1304.54938902362,1384.96802283531,1465.96953537797,1404.19865499773,1429.93702682184,1488.81455084105,1552.82056848537,3.19683746049402
